Comunidad,Grupo Penal,Año,Hechos conocidos,Hechos esclarecidos
Comunidad de Madrid,Contra el honor,2015,180.0,74.0
Comunidad de Madrid,Contra el honor,2014,152.0,55.0
Comunidad de Madrid,Contra el honor,2013,151.0,57.0
Comunidad de Madrid,Contra el honor,2012,127.0,42.0
Comunidad de Madrid,Contra el honor,2011,115.0,50.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2019,35.0,24.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2018,12.0,7.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2017,15.0,9.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2016,22.0,9.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2015,20.0,12.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2014,16.0,11.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2013,53.0,20.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2012,21.0,11.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2011,72.0,50.0
Comunidad de Madrid,Delitos sexuales,2019,248.0,180.0
Comunidad de Madrid,Delitos sexuales,2018,205.0,160.0
Comunidad de Madrid,Delitos sexuales,2017,191.0,125.0
Comunidad de Madrid,Delitos sexuales,2016,160.0,92.0
Comunidad de Madrid,Delitos sexuales,2015,155.0,99.0
Comunidad de Madrid,Delitos sexuales,2014,118.0,65.0
Comunidad de Madrid,Delitos sexuales,2013,117.0,78.0
Comunidad de Madrid,Delitos sexuales,2012,91.0,63.0
Comunidad de Madrid,Delitos sexuales,2011,93.0,45.0
Comunidad de Madrid,Falsificación informática,2019,609.0,108.0
Comunidad de Madrid,Falsificación informática,2018,390.0,92.0
Comunidad de Madrid,Falsificación informática,2017,365.0,83.0
Comunidad de Madrid,Falsificación informática,2016,363.0,61.0
Comunidad de Madrid,Falsificación informática,2015,432.0,129.0
Comunidad de Madrid,Falsificación informática,2014,266.0,50.0
Comunidad de Madrid,Falsificación informática,2013,229.0,41.0
Comunidad de Madrid,Falsificación informática,2012,272.0,68.0
Comunidad de Madrid,Falsificación informática,2011,363.0,42.0
Comunidad de Madrid,Fraude informático,2019,32841.0,2432.0
Comunidad de Madrid,Fraude informático,2018,16509.0,1714.0
Comunidad de Madrid,Fraude informático,2017,8887.0,1201.0
Comunidad de Madrid,Fraude informático,2016,7210.0,1201.0
Comunidad de Madrid,Fraude informático,2015,7001.0,1052.0
Comunidad de Madrid,Fraude informático,2014,5128.0,1033.0
Comunidad de Madrid,Fraude informático,2013,4625.0,785.0
Comunidad de Madrid,Fraude informático,2012,4826.0,684.0
Comunidad de Madrid,Fraude informático,2011,3665.0,545.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2019,293.0,10.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2018,216.0,13.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2017,259.0,13.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2016,256.0,13.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2015,185.0,10.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2014,90.0,5.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2013,79.0,7.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2012,67.0,6.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2011,34.0,3.0
Murcia,Acceso e interceptación ilícita,2019,84.0,32.0
Murcia,Acceso e interceptación ilícita,2018,79.0,31.0
Murcia,Acceso e interceptación ilícita,2017,60.0,17.0
Murcia,Acceso e interceptación ilícita,2016,61.0,17.0
Murcia,Acceso e interceptación ilícita,2015,64.0,22.0
Murcia,Acceso e interceptación ilícita,2014,46.0,16.0
Murcia,Acceso e interceptación ilícita,2013,59.0,16.0
Murcia,Acceso e interceptación ilícita,2012,58.0,23.0
Murcia,Acceso e interceptación ilícita,2011,53.0,13.0
Murcia,Amenazas y coacciones,2019,323.0,249.0
Murcia,Amenazas y coacciones,2018,320.0,212.0
Murcia,Amenazas y coacciones,2017,342.0,252.0
Murcia,Amenazas y coacciones,2016,318.0,206.0
Murcia,Amenazas y coacciones,2015,279.0,197.0
Murcia,Amenazas y coacciones,2014,247.0,181.0
Murcia,Amenazas y coacciones,2013,239.0,172.0
Murcia,Amenazas y coacciones,2012,253.0,201.0
Murcia,Amenazas y coacciones,2011,297.0,227.0
Murcia,Contra el honor,2019,39.0,37.0
Murcia,Contra el honor,2018,38.0,19.0
Murcia,Contra el honor,2017,43.0,25.0
Murcia,Contra el honor,2016,44.0,27.0
Murcia,Contra el honor,2015,74.0,51.0
Murcia,Contra el honor,2014,75.0,42.0
Murcia,Contra el honor,2013,48.0,29.0
Murcia,Contra el honor,2012,50.0,37.0
Murcia,Contra el honor,2011,68.0,30.0
Murcia,Contra la propiedad industrial/intelectual,2019,5.0,4.0
Murcia,Contra la propiedad industrial/intelectual,2018,12.0,10.0
Murcia,Contra la propiedad industrial/intelectual,2017,3.0,2.0
Murcia,Contra la propiedad industrial/intelectual,2016,1.0,1.0
Murcia,Contra la propiedad industrial/intelectual,2015,1.0,1.0
Murcia,Contra la propiedad industrial/intelectual,2014,1.0,1.0
Murcia,Contra la propiedad industrial/intelectual,2013,1.0,1.0
Murcia,Contra la propiedad industrial/intelectual,2012,1.0,0.0
Murcia,Contra la propiedad industrial/intelectual,2011,3.0,1.0
Murcia,Delitos sexuales,2019,65.0,42.0
Murcia,Delitos sexuales,2018,49.0,34.0
Murcia,Delitos sexuales,2017,39.0,31.0
Murcia,Delitos sexuales,2016,40.0,27.0
Murcia,Delitos sexuales,2015,37.0,25.0
Murcia,Delitos sexuales,2014,35.0,31.0
Murcia,Delitos sexuales,2013,18.0,10.0
Murcia,Delitos sexuales,2012,11.0,6.0
Murcia,Delitos sexuales,2011,22.0,12.0
Murcia,Falsificación informática,2019,130.0,49.0
Murcia,Falsificación informática,2018,107.0,36.0
Murcia,Falsificación informática,2017,73.0,28.0
Murcia,Falsificación informática,2016,68.0,24.0
Murcia,Falsificación informática,2015,59.0,15.0
Murcia,Falsificación informática,2014,34.0,6.0
Murcia,Falsificación informática,2013,36.0,9.0
Murcia,Falsificación informática,2012,61.0,28.0
Murcia,Falsificación informática,2011,90.0,25.0
Murcia,Fraude informático,2019,3358.0,472.0
Murcia,Fraude informático,2018,2034.0,400.0
Murcia,Fraude informático,2017,1183.0,300.0
Murcia,Fraude informático,2016,885.0,287.0
Murcia,Fraude informático,2015,718.0,263.0
Murcia,Fraude informático,2014,581.0,227.0
Murcia,Fraude informático,2013,428.0,155.0
Murcia,Fraude informático,2012,482.0,145.0
Murcia,Fraude informático,2011,306.0,91.0
Murcia,Interferencia en los datos y en el sistema,2019,27.0,2.0
Murcia,Interferencia en los datos y en el sistema,2018,33.0,1.0
Murcia,Interferencia en los datos y en el sistema,2017,25.0,2.0
Murcia,Interferencia en los datos y en el sistema,2016,28.0,2.0
Murcia,Interferencia en los datos y en el sistema,2015,22.0,0.0
Murcia,Interferencia en los datos y en el sistema,2014,12.0,3.0
Murcia,Interferencia en los datos y en el sistema,2013,12.0,1.0
Murcia,Interferencia en los datos y en el sistema,2012,10.0,1.0
Murcia,Interferencia en los datos y en el sistema,2011,10.0,0.0
Navarra,Acceso e interceptación ilícita,2019,113.0,26.0
Navarra,Acceso e interceptación ilícita,2018,76.0,11.0
Navarra,Acceso e interceptación ilícita,2017,91.0,20.0
Navarra,Acceso e interceptación ilícita,2016,86.0,45.0
Navarra,Acceso e interceptación ilícita,2015,54.0,9.0
Navarra,Acceso e interceptación ilícita,2014,58.0,12.0
Navarra,Acceso e interceptación ilícita,2013,44.0,8.0
Navarra,Acceso e interceptación ilícita,2012,40.0,13.0
Navarra,Acceso e interceptación ilícita,2011,28.0,7.0
Navarra,Amenazas y coacciones,2019,196.0,100.0
Navarra,Amenazas y coacciones,2018,217.0,90.0
Navarra,Amenazas y coacciones,2017,204.0,117.0
Navarra,Amenazas y coacciones,2016,243.0,167.0
Navarra,Amenazas y coacciones,2015,196.0,149.0
Navarra,Amenazas y coacciones,2014,180.0,142.0
Navarra,Amenazas y coacciones,2013,176.0,122.0
Navarra,Amenazas y coacciones,2012,142.0,90.0
Navarra,Amenazas y coacciones,2011,120.0,69.0
Navarra,Contra el honor,2019,23.0,16.0
Navarra,Contra el honor,2018,23.0,10.0
Navarra,Contra el honor,2017,30.0,14.0
Navarra,Contra el honor,2016,58.0,47.0
Navarra,Contra el honor,2015,51.0,28.0
Navarra,Contra el honor,2014,41.0,30.0
Navarra,Contra el honor,2013,62.0,49.0
Navarra,Contra el honor,2012,46.0,23.0
Navarra,Contra el honor,2011,37.0,10.0
Navarra,Contra la propiedad industrial/intelectual,2019,1.0,0.0
Navarra,Contra la propiedad industrial/intelectual,2018,1.0,1.0
Navarra,Contra la propiedad industrial/intelectual,2017,0.0,1.0
Navarra,Contra la propiedad industrial/intelectual,2016,3.0,4.0
Navarra,Contra la propiedad industrial/intelectual,2015,5.0,3.0
Navarra,Contra la propiedad industrial/intelectual,2014,14.0,12.0
Navarra,Contra la propiedad industrial/intelectual,2013,3.0,0.0
Navarra,Contra la propiedad industrial/intelectual,2012,2.0,2.0
Navarra,Contra la propiedad industrial/intelectual,2011,1.0,0.0
Navarra,Delitos sexuales,2019,37.0,18.0
Navarra,Delitos sexuales,2018,29.0,16.0
Navarra,Delitos sexuales,2017,24.0,15.0
Navarra,Delitos sexuales,2016,24.0,18.0
Navarra,Delitos sexuales,2015,18.0,11.0
Navarra,Delitos sexuales,2014,11.0,10.0
Navarra,Delitos sexuales,2013,8.0,6.0
Navarra,Delitos sexuales,2012,10.0,6.0
Navarra,Delitos sexuales,2011,6.0,4.0
Navarra,Falsificación informática,2019,80.0,14.0
Navarra,Falsificación informática,2018,77.0,12.0
Navarra,Falsificación informática,2017,45.0,11.0
Navarra,Falsificación informática,2016,51.0,13.0
Navarra,Falsificación informática,2015,45.0,8.0
Navarra,Falsificación informática,2014,33.0,6.0
Navarra,Falsificación informática,2013,34.0,7.0
Navarra,Falsificación informática,2012,26.0,7.0
Navarra,Falsificación informática,2011,35.0,2.0
Navarra,Fraude informático,2019,2734.0,238.0
Navarra,Fraude informático,2018,2126.0,226.0
Navarra,Fraude informático,2017,1728.0,222.0
Navarra,Fraude informático,2016,1424.0,248.0
Navarra,Fraude informático,2015,1285.0,161.0
Navarra,Fraude informático,2014,792.0,174.0
Navarra,Fraude informático,2013,612.0,157.0
Navarra,Fraude informático,2012,512.0,82.0
Navarra,Fraude informático,2011,310.0,66.0
Navarra,Interferencia en los datos y en el sistema,2019,27.0,0.0
Navarra,Interferencia en los datos y en el sistema,2018,25.0,0.0
Navarra,Interferencia en los datos y en el sistema,2017,17.0,2.0
Navarra,Interferencia en los datos y en el sistema,2016,22.0,2.0
Navarra,Interferencia en los datos y en el sistema,2015,20.0,1.0
Navarra,Interferencia en los datos y en el sistema,2014,11.0,1.0
Navarra,Interferencia en los datos y en el sistema,2013,6.0,2.0
Navarra,Interferencia en los datos y en el sistema,2012,6.0,0.0
Navarra,Interferencia en los datos y en el sistema,2011,1.0,0.0
País Vasco,Acceso e interceptación ilícita,2019,232.0,7.0
País Vasco,Acceso e interceptación ilícita,2018,179.0,3.0
País Vasco,Acceso e interceptación ilícita,2017,170.0,1.0
País Vasco,Acceso e interceptación ilícita,2016,153.0,6.0
País Vasco,Acceso e interceptación ilícita,2015,127.0,3.0
País Vasco,Acceso e interceptación ilícita,2014,5.0,2.0
País Vasco,Acceso e interceptación ilícita,2013,8.0,1.0
País Vasco,Acceso e interceptación ilícita,2012,11.0,0.0
País Vasco,Acceso e interceptación ilícita,2011,3.0,0.0
País Vasco,Amenazas y coacciones,2019,319.0,14.0
País Vasco,Amenazas y coacciones,2018,356.0,13.0
País Vasco,Amenazas y coacciones,2017,240.0,12.0
País Vasco,Amenazas y coacciones,2016,237.0,9.0
País Vasco,Amenazas y coacciones,2015,224.0,14.0
País Vasco,Amenazas y coacciones,2014,19.0,18.0
País Vasco,Amenazas y coacciones,2013,20.0,11.0
País Vasco,Amenazas y coacciones,2012,15.0,11.0
País Vasco,Amenazas y coacciones,2011,14.0,4.0
País Vasco,Contra el honor,2019,2.0,1.0
País Vasco,Contra el honor,2018,6.0,2.0
País Vasco,Contra el honor,2017,6.0,3.0
País Vasco,Contra el honor,2016,5.0,2.0
País Vasco,Contra el honor,2015,4.0,1.0
País Vasco,Contra el honor,2014,3.0,3.0
País Vasco,Contra el honor,2013,6.0,2.0
País Vasco,Contra el honor,2012,4.0,1.0
País Vasco,Contra el honor,2011,5.0,1.0
País Vasco,Contra la propiedad industrial/intelectual,2019,5.0,0.0
País Vasco,Contra la propiedad industrial/intelectual,2018,5.0,0.0
País Vasco,Contra la propiedad industrial/intelectual,2017,2.0,0.0
País Vasco,Contra la propiedad industrial/intelectual,2016,3.0,0.0
País Vasco,Contra la propiedad industrial/intelectual,2015,12.0,9.0
País Vasco,Contra la propiedad industrial/intelectual,2014,5.0,3.0
País Vasco,Contra la propiedad industrial/intelectual,2013,1.0,1.0
País Vasco,Contra la propiedad industrial/intelectual,2012,6.0,4.0
País Vasco,Contra la propiedad industrial/intelectual,2011,4.0,1.0
País Vasco,Delitos sexuales,2019,76.0,25.0
País Vasco,Delitos sexuales,2018,102.0,21.0
País Vasco,Delitos sexuales,2017,68.0,26.0
País Vasco,Delitos sexuales,2016,48.0,27.0
País Vasco,Delitos sexuales,2015,59.0,21.0
País Vasco,Delitos sexuales,2014,15.0,11.0
País Vasco,Delitos sexuales,2013,9.0,7.0
País Vasco,Delitos sexuales,2012,25.0,16.0
País Vasco,Delitos sexuales,2011,26.0,19.0
País Vasco,Falsificación informática,2019,337.0,4.0
País Vasco,Falsificación informática,2018,285.0,6.0
País Vasco,Falsificación informática,2017,245.0,3.0
País Vasco,Falsificación informática,2016,275.0,3.0
País Vasco,Falsificación informática,2015,238.0,6.0
País Vasco,Falsificación informática,2014,9.0,1.0
País Vasco,Falsificación informática,2013,16.0,3.0
País Vasco,Falsificación informática,2012,15.0,3.0
País Vasco,Falsificación informática,2011,11.0,2.0
País Vasco,Fraude informático,2019,13793.0,133.0
País Vasco,Fraude informático,2018,12151.0,123.0
País Vasco,Fraude informático,2017,8546.0,132.0
País Vasco,Fraude informático,2016,6954.0,99.0
País Vasco,Fraude informático,2015,6133.0,84.0
País Vasco,Fraude informático,2014,163.0,95.0
País Vasco,Fraude informático,2013,195.0,114.0
País Vasco,Fraude informático,2012,207.0,61.0
País Vasco,Fraude informático,2011,141.0,58.0
País Vasco,Interferencia en los datos y en el sistema,2019,73.0,0.0
País Vasco,Interferencia en los datos y en el sistema,2018,59.0,1.0
País Vasco,Interferencia en los datos y en el sistema,2017,64.0,0.0
País Vasco,Interferencia en los datos y en el sistema,2016,82.0,1.0
País Vasco,Interferencia en los datos y en el sistema,2015,101.0,1.0
País Vasco,Interferencia en los datos y en el sistema,2014,0.0,0.0
País Vasco,Interferencia en los datos y en el sistema,2013,3.0,1.0
País Vasco,Interferencia en los datos y en el sistema,2012,5.0,0.0
País Vasco,Interferencia en los datos y en el sistema,2011,3.0,0.0
La Rioja,Acceso e interceptación ilícita,2019,31.0,15.0
La Rioja,Acceso e interceptación ilícita,2018,24.0,6.0
La Rioja,Acceso e interceptación ilícita,2017,15.0,4.0
La Rioja,Acceso e interceptación ilícita,2016,16.0,4.0
La Rioja,Acceso e interceptación ilícita,2015,18.0,3.0
La Rioja,Acceso e interceptación ilícita,2014,20.0,12.0
La Rioja,Acceso e interceptación ilícita,2013,13.0,5.0
La Rioja,Acceso e interceptación ilícita,2012,5.0,3.0
La Rioja,Acceso e interceptación ilícita,2011,8.0,7.0
La Rioja,Amenazas y coacciones,2019,50.0,35.0
La Rioja,Amenazas y coacciones,2018,71.0,46.0
La Rioja,Amenazas y coacciones,2017,48.0,28.0
La Rioja,Amenazas y coacciones,2016,51.0,32.0
La Rioja,Amenazas y coacciones,2015,45.0,29.0
La Rioja,Amenazas y coacciones,2014,50.0,41.0
La Rioja,Amenazas y coacciones,2013,45.0,33.0
La Rioja,Amenazas y coacciones,2012,43.0,35.0
La Rioja,Amenazas y coacciones,2011,45.0,32.0
La Rioja,Contra el honor,2019,9.0,8.0
La Rioja,Contra el honor,2018,9.0,3.0
La Rioja,Contra el honor,2017,10.0,7.0
La Rioja,Contra el honor,2016,9.0,5.0
La Rioja,Contra el honor,2015,9.0,8.0
La Rioja,Contra el honor,2014,8.0,8.0
La Rioja,Contra el honor,2013,8.0,4.0
La Rioja,Contra el honor,2012,12.0,5.0
La Rioja,Contra el honor,2011,9.0,8.0
La Rioja,Contra la propiedad industrial/intelectual,2019,1.0,1.0
La Rioja,Contra la propiedad industrial/intelectual,2018,0.0,0.0
La Rioja,Contra la propiedad industrial/intelectual,2017,1.0,1.0
La Rioja,Contra la propiedad industrial/intelectual,2016,0.0,0.0
La Rioja,Contra la propiedad industrial/intelectual,2015,0.0,0.0
La Rioja,Contra la propiedad industrial/intelectual,2014,1.0,1.0
La Rioja,Contra la propiedad industrial/intelectual,2013,1.0,1.0
La Rioja,Contra la propiedad industrial/intelectual,2012,0.0,0.0
La Rioja,Contra la propiedad industrial/intelectual,2011,0.0,0.0
La Rioja,Delitos sexuales,2019,9.0,6.0
La Rioja,Delitos sexuales,2018,9.0,8.0
La Rioja,Delitos sexuales,2017,5.0,3.0
La Rioja,Delitos sexuales,2016,5.0,4.0
La Rioja,Delitos sexuales,2015,2.0,2.0
La Rioja,Delitos sexuales,2014,4.0,5.0
La Rioja,Delitos sexuales,2013,6.0,5.0
La Rioja,Delitos sexuales,2012,4.0,5.0
La Rioja,Delitos sexuales,2011,5.0,2.0
La Rioja,Falsificación informática,2019,13.0,5.0
La Rioja,Falsificación informática,2018,9.0,6.0
La Rioja,Falsificación informática,2017,3.0,0.0
La Rioja,Falsificación informática,2016,10.0,5.0
La Rioja,Falsificación informática,2015,7.0,2.0
La Rioja,Falsificación informática,2014,10.0,5.0
La Rioja,Falsificación informática,2013,6.0,4.0
La Rioja,Falsificación informática,2012,18.0,5.0
La Rioja,Falsificación informática,2011,6.0,0.0
La Rioja,Fraude informático,2019,996.0,66.0
La Rioja,Fraude informático,2018,675.0,87.0
La Rioja,Fraude informático,2017,168.0,33.0
La Rioja,Fraude informático,2016,142.0,34.0
La Rioja,Fraude informático,2015,159.0,32.0
La Rioja,Fraude informático,2014,133.0,31.0
La Rioja,Fraude informático,2013,122.0,34.0
La Rioja,Fraude informático,2012,123.0,35.0
La Rioja,Fraude informático,2011,64.0,26.0
La Rioja,Interferencia en los datos y en el sistema,2019,11.0,0.0
La Rioja,Interferencia en los datos y en el sistema,2018,11.0,0.0
La Rioja,Interferencia en los datos y en el sistema,2017,9.0,0.0
La Rioja,Interferencia en los datos y en el sistema,2016,21.0,2.0
La Rioja,Interferencia en los datos y en el sistema,2015,14.0,0.0
La Rioja,Interferencia en los datos y en el sistema,2014,6.0,2.0
La Rioja,Interferencia en los datos y en el sistema,2013,6.0,0.0
La Rioja,Interferencia en los datos y en el sistema,2012,4.0,2.0
La Rioja,Interferencia en los datos y en el sistema,2011,5.0,0.0
Ceuta,Acceso e interceptación ilícita,2019,12.0,1.0
Ceuta,Acceso e interceptación ilícita,2018,4.0,0.0
Ceuta,Acceso e interceptación ilícita,2017,16.0,7.0
Ceuta,Acceso e interceptación ilícita,2016,20.0,9.0
Ceuta,Acceso e interceptación ilícita,2015,11.0,4.0
Ceuta,Acceso e interceptación ilícita,2014,9.0,3.0
Ceuta,Acceso e interceptación ilícita,2013,10.0,8.0
Ceuta,Acceso e interceptación ilícita,2012,10.0,5.0
Ceuta,Acceso e interceptación ilícita,2011,0.0,0.0
Ceuta,Amenazas y coacciones,2019,37.0,22.0
Ceuta,Amenazas y coacciones,2018,18.0,13.0
Ceuta,Amenazas y coacciones,2017,22.0,14.0
Ceuta,Amenazas y coacciones,2016,35.0,23.0
Ceuta,Amenazas y coacciones,2015,19.0,15.0
Ceuta,Amenazas y coacciones,2014,20.0,13.0
Ceuta,Amenazas y coacciones,2013,24.0,16.0
Ceuta,Amenazas y coacciones,2012,29.0,17.0
Ceuta,Amenazas y coacciones,2011,23.0,14.0
Ceuta,Contra el honor,2019,6.0,4.0
Ceuta,Contra el honor,2018,3.0,2.0
Ceuta,Contra el honor,2017,6.0,2.0
Ceuta,Contra el honor,2016,6.0,2.0
Ceuta,Contra el honor,2015,7.0,4.0
Ceuta,Contra el honor,2014,13.0,10.0
Ceuta,Contra el honor,2013,4.0,2.0
Ceuta,Contra el honor,2012,11.0,9.0
Ceuta,Contra el honor,2011,15.0,12.0
Ceuta,Contra la propiedad industrial/intelectual,2019,0.0,0.0
Ceuta,Contra la propiedad industrial/intelectual,2018,0.0,0.0
Ceuta,Contra la propiedad industrial/intelectual,2017,0.0,0.0
Ceuta,Contra la propiedad industrial/intelectual,2016,0.0,0.0
Ceuta,Contra la propiedad industrial/intelectual,2015,0.0,0.0
Ceuta,Contra la propiedad industrial/intelectual,2014,0.0,0.0
Ceuta,Contra la propiedad industrial/intelectual,2013,0.0,0.0
Ceuta,Contra la propiedad industrial/intelectual,2012,0.0,0.0
Ceuta,Contra la propiedad industrial/intelectual,2011,0.0,1.0
Ceuta,Delitos sexuales,2019,2.0,0.0
Ceuta,Delitos sexuales,2018,3.0,3.0
Ceuta,Delitos sexuales,2017,1.0,1.0
Ceuta,Delitos sexuales,2016,3.0,3.0
Ceuta,Delitos sexuales,2015,0.0,0.0
Ceuta,Delitos sexuales,2014,1.0,2.0
Ceuta,Delitos sexuales,2013,3.0,2.0
Ceuta,Delitos sexuales,2012,0.0,1.0
Ceuta,Delitos sexuales,2011,0.0,0.0
Ceuta,Falsificación informática,2019,5.0,0.0
Ceuta,Falsificación informática,2018,3.0,0.0
Ceuta,Falsificación informática,2017,1.0,1.0
Ceuta,Falsificación informática,2016,10.0,7.0
Ceuta,Falsificación informática,2015,2.0,2.0
Ceuta,Falsificación informática,2014,8.0,7.0
Ceuta,Falsificación informática,2013,9.0,5.0
Ceuta,Falsificación informática,2012,6.0,3.0
Ceuta,Falsificación informática,2011,3.0,4.0
Ceuta,Fraude informático,2019,324.0,26.0
Ceuta,Fraude informático,2018,182.0,25.0
Ceuta,Fraude informático,2017,72.0,39.0
Ceuta,Fraude informático,2016,64.0,50.0
Ceuta,Fraude informático,2015,62.0,54.0
Ceuta,Fraude informático,2014,64.0,45.0
Ceuta,Fraude informático,2013,32.0,26.0
Ceuta,Fraude informático,2012,66.0,34.0
Ceuta,Fraude informático,2011,63.0,34.0
Ceuta,Interferencia en los datos y en el sistema,2019,3.0,0.0
Ceuta,Interferencia en los datos y en el sistema,2018,0.0,0.0
Ceuta,Interferencia en los datos y en el sistema,2017,0.0,0.0
Ceuta,Interferencia en los datos y en el sistema,2016,1.0,0.0
Ceuta,Interferencia en los datos y en el sistema,2015,0.0,0.0
Ceuta,Interferencia en los datos y en el sistema,2014,0.0,0.0
Ceuta,Interferencia en los datos y en el sistema,2013,1.0,0.0
Ceuta,Interferencia en los datos y en el sistema,2012,1.0,0.0
Ceuta,Interferencia en los datos y en el sistema,2011,0.0,0.0
Melilla,Acceso e interceptación ilícita,2019,7.0,2.0
Melilla,Acceso e interceptación ilícita,2018,4.0,0.0
Melilla,Acceso e interceptación ilícita,2017,0.0,0.0
Melilla,Acceso e interceptación ilícita,2016,2.0,2.0
Melilla,Acceso e interceptación ilícita,2015,4.0,2.0
Melilla,Acceso e interceptación ilícita,2014,1.0,0.0
Melilla,Acceso e interceptación ilícita,2013,1.0,1.0
Melilla,Acceso e interceptación ilícita,2012,2.0,0.0
Melilla,Acceso e interceptación ilícita,2011,0.0,0.0
Melilla,Amenazas y coacciones,2019,26.0,21.0
Melilla,Amenazas y coacciones,2018,33.0,22.0
Melilla,Amenazas y coacciones,2017,24.0,14.0
Melilla,Amenazas y coacciones,2016,28.0,17.0
Melilla,Amenazas y coacciones,2015,28.0,22.0
Melilla,Amenazas y coacciones,2014,15.0,14.0
Melilla,Amenazas y coacciones,2013,12.0,9.0
Melilla,Amenazas y coacciones,2012,12.0,10.0
Melilla,Amenazas y coacciones,2011,13.0,10.0
Melilla,Contra el honor,2019,8.0,5.0
Melilla,Contra el honor,2018,11.0,3.0
Melilla,Contra el honor,2017,4.0,0.0
Melilla,Contra el honor,2016,7.0,3.0
Melilla,Contra el honor,2015,3.0,3.0
Melilla,Contra el honor,2014,14.0,6.0
Melilla,Contra el honor,2013,3.0,2.0
Melilla,Contra el honor,2012,0.0,0.0
Melilla,Contra el honor,2011,2.0,1.0
Melilla,Contra la propiedad industrial/intelectual,2019,1.0,1.0
Melilla,Contra la propiedad industrial/intelectual,2018,0.0,0.0
Melilla,Contra la propiedad industrial/intelectual,2017,0.0,0.0
Melilla,Contra la propiedad industrial/intelectual,2016,0.0,0.0
Melilla,Contra la propiedad industrial/intelectual,2015,0.0,0.0
Melilla,Contra la propiedad industrial/intelectual,2014,1.0,0.0
Melilla,Contra la propiedad industrial/intelectual,2013,0.0,0.0
Melilla,Contra la propiedad industrial/intelectual,2012,0.0,0.0
Melilla,Contra la propiedad industrial/intelectual,2011,0.0,0.0
Melilla,Delitos sexuales,2019,1.0,0.0
Melilla,Delitos sexuales,2018,1.0,0.0
Melilla,Delitos sexuales,2017,3.0,4.0
Melilla,Delitos sexuales,2016,2.0,0.0
Melilla,Delitos sexuales,2015,2.0,0.0
Melilla,Delitos sexuales,2014,1.0,1.0
Melilla,Delitos sexuales,2013,1.0,1.0
Melilla,Delitos sexuales,2012,0.0,1.0
Melilla,Delitos sexuales,2011,2.0,0.0
Melilla,Falsificación informática,2019,2.0,1.0
Melilla,Falsificación informática,2018,3.0,1.0
Melilla,Falsificación informática,2017,5.0,2.0
Melilla,Falsificación informática,2016,1.0,0.0
Melilla,Falsificación informática,2015,2.0,2.0
Melilla,Falsificación informática,2014,0.0,0.0
Melilla,Falsificación informática,2013,3.0,0.0
Melilla,Falsificación informática,2012,0.0,0.0
Melilla,Falsificación informática,2011,0.0,0.0
Melilla,Fraude informático,2019,241.0,51.0
Melilla,Fraude informático,2018,176.0,58.0
Melilla,Fraude informático,2017,32.0,15.0
Melilla,Fraude informático,2016,29.0,12.0
Melilla,Fraude informático,2015,30.0,7.0
Melilla,Fraude informático,2014,37.0,14.0
Melilla,Fraude informático,2013,20.0,12.0
Melilla,Fraude informático,2012,12.0,11.0
Melilla,Fraude informático,2011,22.0,10.0
Melilla,Interferencia en los datos y en el sistema,2019,1.0,0.0
Melilla,Interferencia en los datos y en el sistema,2018,1.0,0.0
Melilla,Interferencia en los datos y en el sistema,2017,0.0,0.0
Melilla,Interferencia en los datos y en el sistema,2016,0.0,0.0
Melilla,Interferencia en los datos y en el sistema,2015,2.0,0.0
Melilla,Interferencia en los datos y en el sistema,2014,2.0,1.0
Melilla,Interferencia en los datos y en el sistema,2013,0.0,0.0
Melilla,Interferencia en los datos y en el sistema,2012,1.0,0.0
Melilla,Interferencia en los datos y en el sistema,2011,0.0,0.0
En el extranjero,Acceso e interceptación ilícita,2019,62.0,7.0
En el extranjero,Acceso e interceptación ilícita,2018,51.0,1.0
En el extranjero,Acceso e interceptación ilícita,2017,59.0,5.0
En el extranjero,Acceso e interceptación ilícita,2016,78.0,8.0
En el extranjero,Acceso e interceptación ilícita,2015,90.0,8.0
En el extranjero,Acceso e interceptación ilícita,2014,79.0,2.0
En el extranjero,Acceso e interceptación ilícita,2013,67.0,2.0
En el extranjero,Acceso e interceptación ilícita,2012,33.0,4.0
En el extranjero,Acceso e interceptación ilícita,2011,28.0,3.0
En el extranjero,Amenazas y coacciones,2019,142.0,38.0
En el extranjero,Amenazas y coacciones,2018,128.0,34.0
